Date,Year-Month,Title,Review
19/11/2024,01/11/2024,Easy to sign up quick and easy all done…,Easy to sign up quick and easy all done online 
19/11/2024,01/11/2024,The engineer visit went very smooth,The engineer visit went very smooth. He was very professional and polite. 
19/11/2024,01/11/2024,NEWBIE,Quick response easy access to the app only just registered and pleased so far
19/11/2024,01/11/2024,My boiler wasn’t igniting so I had no…,My boiler wasn’t igniting so I had no heat or hot water. The engineer arrived promptly and had it sorted in a few minutes. Great service.
20/11/2024,01/11/2024, Accessibility,Easy to use website and set up
20/11/2024,01/11/2024,No appointment for 6 days,I have been paying for insurance to these for over a year. Now I've needed to make a claim and use it due to boiler issues nobody can come out for 6 days. So I'm left without hot water and heating in below freezing temperatures currently. 6 days for someone to even come out and look at the problem in these conditions is shocking in my opinion when you're paying for '247 Home Rescue'.
20/11/2024,01/11/2024,Very good and happy with service…,Very good and happy with service provided and recommend them. Engineers were helpful and polite.
20/11/2024,01/11/2024,Good prompt service and resolved the…,Good prompt service and resolved the issue quickly so we could get back to normal
20/11/2024,01/11/2024,Excellent customer service,Excellent customer service. Engineer arrived on time and was polite. 
20/11/2024,01/11/2024,Helpful,Helpful! The price is good. 
20/11/2024,01/11/2024,Was very easy to sign up very hassle…,Was very easy to sign up very hassle free.
20/11/2024,01/11/2024,It was a great experience and the staff…,It was a great experience and the staff was excellent. 
20/11/2024,01/11/2024,Absolutely terrible service,"Absolutely terrible service. I have held a policy since 2023 on a new boiler. A condition of the boilers warranty is that it is serviced annually, to this end I had the boiler serviced by 24/7 on 09/02/2023. In turn the next annual service needed to be completed February 2024, however every time I made an attempt to book a service via the app I received a message to tell me that 'Your service is due February 2025, we will contact you nearer the time'. Clearly this was an erroneous message as this would mean that my boiler had not been serviced in February 2024, a service for which I have paid as part of my 24/7 policy. Despite repeated phone calls to 24/7 to enquire as to why my boiler was not services in February 2024 my boiler has still not been serviced. I have again chased 24/7 today, and have been told that the earliest that they are able to service my boiler is 23/01/2025. In essence this will be a 2 year interval between boiler service, which in turn will invalidate the warranty on my new boiler. To say I am annoyed would be an understatement. I have been charged for a service which hasn't been provided, and due to the lack of service by 24/7 the warranty on my new boiler has been invalidated. I will be contacting the Financial Ombudsman Service to raise a complaint, this is not the way to run a business, absolute shambles!"
20/11/2024,01/11/2024,c/servicesare a credit to the compay…,c/services keep you informed all the time and are a credit to the company the person who serviced the boiler was very eficient and didnot waste any time
20/11/2024,01/11/2024,Easy straightforward,Easy straightforward 
20/11/2024,01/11/2024,Annual Boiler Service,"Annual Boiler Service - was advised in advance of arrival, engineer was on time,  professional and courteous.Excellent service!"
20/11/2024,01/11/2024,Easy to sign up with and very…,Easy to sign up with and very straightforward and great price.
20/11/2024,01/11/2024,Made a call out ..boiler takes a long…,Made a call out ..boiler takes a long time to get hot when on demand..engineer said nothing wrong boiler fine and could not wait to move on.. Still have to wait 10 mins for water to get hot ...thanks guys that cost me £90. Shall be getting away from these frauds soon.These guy have just ask for more details so provided below.Ws486154 ref.Job I'd.1312829
20/11/2024,01/11/2024,Easy to sign up,Easy to sign up
20/11/2024,01/11/2024,easy to start policy,easy to start policy. Good communication from staff
20/11/2024,01/11/2024,Everything was so easy and clear to…,Everything was so easy and clear to follow 
20/11/2024,01/11/2024,My engineer Shaun was extremely polite…,My engineer Shaun was extremely polite and very helpfull during his visit
20/11/2024,01/11/2024,Very helpful and polite,Very helpful and polite 
20/11/2024,01/11/2024,Very very helpful 😊👍,Very very helpful 😊👍
21/11/2024,01/11/2024,I reported a leak,"I reported a leak, sent pictures, 12 h later, nobody even looked at the pics and it's midnight now. The whole ceiling is wet. Customer service unhelpful and unprofessional, said he would escalate it but his colleague confirmed that he didn't. Don't trust them! Ref:WS630439   Job ID:1356047"
21/11/2024,01/11/2024,Engineer was through and polite,Engineer was through and polite. Service was organised very efficiently 
21/11/2024,01/11/2024,Engineer was good he knows his job,Engineer was good he knows his jobBetter.  He explain well. Solve all my issues. Great job he done.Thanks 
21/11/2024,01/11/2024,Polite and knows his stuff,Polite and knows his stuff 
21/11/2024,01/11/2024,The engineer informed us that he was on…,"The engineer informed us that he was on his way, when he arrived he was very helpful and informative."
21/11/2024,01/11/2024,Helpful and showed tenant how to…,Helpful and showed tenant how to re-pressurise the boiler 
21/11/2024,01/11/2024,Service is beyond disgusting,"As you can see, I initially gave this company a five-star review, as many customers likely do. They are very clever at promising everything a customer wants to hear during the first contact, particularly in an emergency. This makes it easy for people to leave positive reviews right after their initial experience. However, they never ask for feedback on the actual repair work or its outcome, which is where the real problems arise.I recently had two claims—one for a boiler issue and one for a plumbing problem—and the experience has been shocking.Boiler Claim:When the engineer visited, they claimed that my recently installed boiler was eight years old (it is only four years old) and marked it as “at risk.” This designation meant that any repairs would be entirely my responsibility, and the company refused to do anything under the policy. Furthermore, they demanded a full strip service, which I would also have to pay for. Essentially, they offered no service or support but still labeled the boiler as “at risk.”What’s worse is that the boiler was still under warranty, yet the engineer made no effort to check. Instead, they simply declared it “at risk” to push me into paying £2,800 for a replacement boiler. It was clear the engineer’s main goal was to exploit any opportunity to force me to pay thousands of pounds for the company’s profit. The complaints department later justified this by saying the engineer had done nothing wrong, claiming that treating a lie about four-year-old boiler as eight years old was “acceptable.” This reasoning is not only misleading but also insulting.Plumbing Claim:The plumbing issue was handled no better. They sent a plumber who plunged the toilet without resolving the blockage. When I reported that the issue seemed to be more serious and likely required further investigation, I was told their plumbing service only covers basic plunging and does not include any investigation or deeper repairs. As a result, the toilet remained blocked, and they refused to send anyone back.Conclusion:Labeling equipment “at risk” is just a tactic to shift all costs onto the customer while the company takes no responsibility. The boiler replacement and full strip service which not being covered are purely profit-driven schemes, and the engineers seem focused only on finding ways to pressure customers into expensive payments. The fact that they make no effort to honor service or resolve genuine issues is beyond disgusting.I want to warn others to be cautious about trusting this company, as they only interested in making money rather than honour the serviceHere’s the revised version:Subject: Follow-Up on ComplaintI’m following up regarding the company’s delayed response. They finally called me back today, three days later than they were supposed to, the manager claiming the delay was because “my number on their system was incorrect.” This is clearly a lie—if the number was wrong, how were they able to call me now? Such an excuse is both insulting and unprofessional.What’s even worse is that, despite the delay, they stated they wouldn’t be able to do anything to resolve the issue anyway. According to their complaints department who contacted me again to claim again that  the engineer falsely claiming that my four-year-old boiler was eight years old is somehow deemed “acceptable.” If I am dissatisfied with it, I may refer my complaint to the Financial Ombudsman Service.  This response is nothing short of a joke, and it’s clear they have no intention of taking accountability for their actions.I strongly recommend avoiding this company if you can. Their practices are deceptive, their service unreliable, and their excuses nothing but lies!"
21/11/2024,01/11/2024,The engineer is polite and…,The engineer is polite and professional. Found the fault on the boiler and fixed it.
21/11/2024,01/11/2024,Excellent service ,Engineer very polite and professional. 
21/11/2024,01/11/2024,A pleasant man,A. Very professional and hy and pleasant manLovely manners
21/11/2024,01/11/2024,All good no complications,All good no complications 
21/11/2024,01/11/2024,Engineer was very polite and efficient.,Engineer was very polite and efficient.
21/11/2024,01/11/2024,The engineer was great,"The engineer was great, very quick and polite."
21/11/2024,01/11/2024,The engineer was very helpful and…,The engineer was very helpful and answered any questions I had.
21/11/2024,01/11/2024,A totally professional service!,"Excellent service provided by 24/7 at a reasonable price. The engineer let us know in advance of his time of arrival, he was very polite, friendly and fully understood our needs. An all out professional service."
21/11/2024,01/11/2024,Engineer was very professional and…,Engineer was very professional and thorough
21/11/2024,01/11/2024,Engineer completed job well,Engineer completed job well. But office only phoned when engineer arrived whereas I'd prefer call saying on route to property because I live 10 minutes drive from the property.
21/11/2024,01/11/2024,Efficient and good customer service ,"When calling to make a claim. Customer service advisor was nice and polite. Although he was a bit slow and call took a while. Got my appointment to fix my boiler for the next day. On engineer's arrival. He introduced himself to my partner. He was very efficient, polite, and explained what had to be done. "
21/11/2024,01/11/2024,Max the engineer 😃,"Max, my engineer was very polite and helpful. He explained everything, and he was clean and tidy too. "
21/11/2024,01/11/2024,The process was quick and easy I did it…,The process was quick and easy I did it in 10 minutes online and got exactly the products I wanted at a very good price 
21/11/2024,01/11/2024,Quick easy sign up,Quick easy sign up
21/11/2024,01/11/2024,Polite and professional,Polite and professional 
21/11/2024,01/11/2024,Easy and friendly service,Easy and friendly service
21/11/2024,01/11/2024,Very good,Very good engender very good and pleasent
21/11/2024,01/11/2024,The engineer was great,The engineer was great. An improvement would be to have a shorter time slot to expect the engineer so that I don't have to block out the whole day. 
21/11/2024,01/11/2024,Worst of the worst service,"Worst of the worst service, if there was any negative star I would have give - 5 star. The boiler break down on Monday last week, they don't have any availability till Wednesday. The Engineer H Rashid come to fix the boiler and also did the boiler service and provided the CP12 cert with no defect or advisory. The same night the boiler breakdown again and it started leaking water, called the 247 and they mentioned that they will send the engineer again but there is no sign of engineer until Friday afternoon. Upon checking which seen like may be his faulty which may have leak the boiler he started blaming the boiler installation which was done 6 years ago and boiler was working without any leak until he touched the boiler. When requesting what is the fix he just trying to defend himself blaming the installation and saying I am just a remote engineer and this will be looked by the office and may take a week where he know that it will be ice cold weather next week. there is no call or update, requested a local gas engineer to visit and check the fault and he said its a issue with condenser leak (how we dont know, why after 247 engineer visit ), as got 2 children in the property out which one child under 2 we decided to replace the boiler to avoid ice cold weather. The only thing now 247 will blame the installation as to show themselves innocent. We were covered for last 2 year, why your engineer visiting previously and issuing cert did not point it out and provided the cert with no defective or advisory even this engineer provided the cert. And this is not the first time, last year (Dec) after yearly boiler services the boiler started loosing the pressure and as tenants were on holiday they did not realise until they back and it was over 7 days and we have to pay again to get the engineer to go and look into the issue. the policy WS579912 first Claim id: 1350325 leading into Claim id 1352287       "
21/11/2024,01/11/2024,Very good,"Very good, polite!"
21/11/2024,01/11/2024,He was quick and good.,He was quick and good.
21/11/2024,01/11/2024,poor service when needed,poor service when needed. No offer to resolve a simple plumbing issue. Used the excuse that it is a maintenance issue for a leaking damaged u bend pipe under the kitchen sink to deny the claim. would have probably cost them less then £20 for parts but willing to take over £200 for cover. spoke to Luke a manager and a customer service lady called Millie. Both very intent on telling me T&C and not looking at how they can help me. loosing a new customer
21/11/2024,01/11/2024,Very efficient and very polite,Very efficient and very polite
21/11/2024,01/11/2024,Easy Sign Up Process & Pricing,"Signed up few days ago, the process was smooth and I hope their service would be too!"
21/11/2024,01/11/2024,Good service,Good service
21/11/2024,01/11/2024,ENGINEER WAS EFFICIENT AND POLITE,ENGINEER WAS EFFICIENT AND POLITE
21/11/2024,01/11/2024,Easy to set up online and great prices.,Easy to set up online and great prices. 
21/11/2024,01/11/2024,This,This. Company is so shit .you get a good deal one year then they rip you the next the prices are sky high. They hound you try and steal your money on auto renew .and  They won't answer the phone. I told them to cancel they didn't then had to cancel the direct debit at the bank . Then they send you threatening letters. Stay well aware not worth the hassle.  I won't ever be using ever again
21/11/2024,01/11/2024,They won't take no for an answer…,"Had Boiler insurance for a year that included a service, the guy came and did service but left absolutely no proof that he'd done so, so seemed pointless. Then renewal period came up and they increased price threefold on original with email implying this was due to us having had a call out or an issue which was a lie as never had cause to use apart from phantom service. Now they won't leave me alone, keep ringing and texting me trying to get me to sign up again despite me calling and starting I did not want to renew no matter their quote m it's getting quite annoying now as well."
22/11/2024,01/11/2024,Despite the slow the engineer still…,Despite the slow the engineer still cane out to service my boiler.  He was was friendly and polite and completed the job efficiently
22/11/2024,01/11/2024,Boiler Service,"We had our boiler serviced this was quick, efficient and very informative on our boiler. Engineer was helpful, polite and tidied up after himself. Excellent service.  Thank you 😀"
22/11/2024,01/11/2024,Problem solved,"Problem solved, all good "
22/11/2024,01/11/2024,Efficient,"Prompt, efficient, polite and friendly service "
22/11/2024,01/11/2024,Boiler repair was done promptly,Boiler repair was done promptly. Engineer that came out was very professional 
22/11/2024,01/11/2024,Great service and a very nice person…,Great service and a very nice person named Andrew
22/11/2024,01/11/2024,Avoid them.,"*** 2 weeks later : Update ***The “Reply from 247 Home Rescue” to this review is so far shallow, worthless and disingenuous as I have had no follow-up after 2 weeks?Avoid them.I cannot say this strongly enough.You are covered for “X” but “X” needs them to drain down your system. Drain down isn’t covered and costs £400!So, “X” IS covered, but not for free!“Read your T’s & C’s”That’s all you’ll be told… so I advise you do that carefully before being ripped off."
22/11/2024,01/11/2024,Engineer was friendly and efficient…,Engineer was friendly and efficient with his repair. 
22/11/2024,01/11/2024,We are tied in with 247 & it was one of…,"We are tied in with 247 & it was one of the biggest mistakes we have ever made.  We pay monthly for cover & really all we get is gas certificate.  You are hours on the phone with them, they won`t come out.  Very bad Company & I certainly wouldn`t recommend them.  We can`t wait to leave at end of term."
22/11/2024,01/11/2024,The engineer Musa did a very good job…,The engineer Musa did a very good job in under an hour in a cramped area behind the toilet.
22/11/2024,01/11/2024,Excellent service,Excellent service 
22/11/2024,01/11/2024,The engineer was very polite,"The engineer was very polite, professional and efficient."
22/11/2024,01/11/2024,The engineer  was very very good and helpful ,TheEngineer  was very good very polite 
22/11/2024,01/11/2024,Checked my carbon monoxide alarm,Checked my carbon monoxide alarm and gave me some advice. Very professional.
22/11/2024,01/11/2024,Engineer (Liam) knows his job very…,Engineer (Liam) knows his job very well. Did a fantastic job and answered all my questions. Very happy with his service and highly recommended. 
22/11/2024,01/11/2024,Turned up on time ,Turned up on time Friendly and Professional Did a great job
22/11/2024,01/11/2024,Very Polite,"Very Polite, Efficient and Courteous "
22/11/2024,01/11/2024,The engineer was in on time and did the…,The engineer was in on time and did the work. Did not bleed the radiators after putting an inhibitor in.
22/11/2024,01/11/2024,Super experience with Craig our plumber…,Super experience with Craig our plumber who came to do our boiler service. Very quick and neat. Awesome job. Highly recommended.
22/11/2024,01/11/2024,Terrible customer service take your…,Terrible customer service take your money every month but when you need them they are not there excuse after excuse 
22/11/2024,01/11/2024,Great service,"Great service, great engineer Rafiq, always professional and on time!"
22/11/2024,01/11/2024,The experience for the boiler service…,The experience for the boiler service was excellent. Thanks
22/11/2024,01/11/2024,Polite and tidy very happy,Polite and tidy very happy
22/11/2024,01/11/2024,Excellent service,The engineer phoned 20 minutes before arrival.He was polite and pleasant. He did the job competently and quickly.It was a good experience. I am very happy with the service received.
22/11/2024,01/11/2024,Easy to sign up.,Easy to sign up. 
22/11/2024,01/11/2024,Very polite good service ,"Very polite, good service "
22/11/2024,01/11/2024,Easy to sign up,Easy to sign up
22/11/2024,01/11/2024,Excellent customer service and value…,Excellent customer service and value for money.
22/11/2024,01/11/2024,Great experience ,Great experience and Rafiq engineer was really polite and helpful
22/11/2024,01/11/2024,Very kind gentleman with great…,Very kind gentleman with great knowledge well done helpful thanks 
22/11/2024,01/11/2024,Excellent ,Engineer called before hand to confirm that he was on his way Although the weather conditions were bad he made it on schedule.Carried out the work in a very professional manner.Polite and informative throughout.Excellent job 
23/11/2024,01/11/2024,Easy to navigate website and easy sign…,Easy to navigate website and easy sign up
23/11/2024,01/11/2024,Customer care experience was quite disappointing,Awful Customer CareResponse Time: Reducing wait times for customer inquiries would be highly beneficial. Personalization: More personalized interactions can help customers feel valued. Empathy and Understanding: Training staff to better empathize with customers. Customers often seek understanding and reassurance when they have concerns.Follow-Up: Implementing a follow-up system to ensure that issues are fully resolved can leave a positive lasting impression.
23/11/2024,01/11/2024,Cancelling the appliances insurance  as…,"Cancelling the appliances insurance  as it wasn't cost effective  for me ,the 24/7 contacts were efficient  in their dealing with this change of requirements. "
23/11/2024,01/11/2024,Daniel was fabulous ,Daniel was great. He was courteous and professional. He mended my TOLIET even though he thought he was coming to mend my boiler. Absolute diamond geezer!!!
23/11/2024,01/11/2024,Wayne was very efficient and friendly,Wayne was very efficient and friendly 
23/11/2024,01/11/2024,Excellent service ,Communication excellent and the engineer was amazing. Would recommend this company 
23/11/2024,01/11/2024,Excellent engineer,Engineer was polite professional and gave good advice.
23/11/2024,01/11/2024,"Very good Engineer ,Brilliant…","Very good Engineer ,Brilliant workmanship.Thanks"
23/11/2024,01/11/2024,Good service,"Good service, polite and professional. "
23/11/2024,01/11/2024,Easy to sign up…,"Easy to sign up,helpfull pleasant lady on the phone."
23/11/2024,01/11/2024,Signing up was very easy and…,"Signing up was very easy and straightforward, a great service , at a fantastic price, I now have confidence this winter that my boiler is covered ."
23/11/2024,01/11/2024,They did a proffessional job and the…,They did a proffessional job and the engineer was polite throughout. 
23/11/2024,01/11/2024,And the story continues 247 charged we…,"And the story continues 247 charged me £39.99 for Inhibitor liquid when they have not even serviced the boiler..Can 247 senior management have a look or Alternative i will have seek advice from consumer service advice for violation of non-providing service and keep providing wrong advice, charge me money .. This is no more acceptable and if this is your level of service.. My advice to anybody considering 247 any service should consider their options.."
23/11/2024,01/11/2024,Terrible service,We have been customers of 24/7for a number of years and this is the first time we have had to call them out to our heating which stopped working on Saturday morning we tried everything but couldn’t get it to work so phoned 24/7 Saturday afternoon to be told someone will come out  between 8am and 6pm on MONDAY so we had no heating or hot water even though we are 2 pensioners and the weather forecast has predicted storm Bart and freezing temperatures. I think in future we may be looking for another heating cover provider 
24/11/2024,01/11/2024,All fake reviews...please avoid…,All fake reviews...had a boiler service on 21st Nov....in the evening no hot water or heating...reported by tenants....it's 24th now...still no response or action by the company....please avoid them...no action more than 48 hours gone 
25/11/2024,01/11/2024,Prompt response from 24/7,"Prompt response from 24/7, visit arrange for the following morning.Contact made by engineer (Dean), at midday arrived on time on 21/11"
25/11/2024,01/11/2024,Great Service,"Sultan was very polite, helpful and professional... much appreciated!"
25/11/2024,01/11/2024,Rochshsne was a fantastic guy and I…,Rochshsne was a fantastic guy and I highly recommend him. Very knowledgeable. 22/11/2024
25/11/2024,01/11/2024,Horrible service,"Horrible service. Full of lies. While selling insurance, told  me that my boiler is fully covered and does not matter if it is 15+ year old. But when I have claim to get it fixed after 10 months, they told that because of age, there is £250 limit. I have already paid  £132 (insurance)+ £75 excess, and in this case there insurance only cover extra £35. Request them to fix hot immersion so that I have at least some hot water but  no reply and if called , wait for a return call which never happened.    There engineers are useless and contradict each other. One did not detect gas leakage during service. Second one broke other thing while fixing gas leakage and third enginner, because of above breakage, did not fix the boiler and call it as  BER and  told my BER limit is £250 and never mentioned this limit before....  Such a fraud company from start to end including complaints department  "
25/11/2024,01/11/2024,Very good experience,Very good experience. Polite and professional engineer
25/11/2024,01/11/2024,Good experience,"Good experience, was contacted within 12 hrs of making an initial call and engineer booked for next days. Engineer was polite and professional and solved the issue. Would recommend "
25/11/2024,01/11/2024,Timely service,Timely service
25/11/2024,01/11/2024,Geoffrey was Very polite,"Geoffrey was Very polite, informative and helpful"
25/11/2024,01/11/2024,Rashiid was extremely polite and professional.came round on Saturday 23rd…,"Rashid came round on Saturday 23rd November.He was extremely polite and professional, explained everything to me and was able to fix the problem.I'm very happy with his service."
25/11/2024,01/11/2024,friendly,"friendly, complete the job promptly"
25/11/2024,01/11/2024,Very professional service,Very professional service 
25/11/2024,01/11/2024,Have now had 2 none attended visits,Have now had 2 none attended visits - van broken down and cannot find the property (everyone else can).  Phoned numerous times to try and rearrange and to.d need to speak to 3rd party to arrange - I promise I will come cal to you urgently.  3 phones calls so far and again promised returned call not happened - cannot understand the good reviews I to date I have only had problems.  No one seems to careSince this posing I have been contacted and offered tomorrow the only date available.  I have explained that I look after my elderly father on Tuesdays and agreed first call between 8 and 9am.  Now received email saying an all day appointment.  I remain hopeful for an early visit otherwise as explained I will not be home.  Customer service - somewhat laughable 
25/11/2024,01/11/2024,Good fast service,Good fast service
25/11/2024,01/11/2024,Ver happy with boiler service ,Ryan was very polite and professional on his visit to complete my boiler service. Thank you 
25/11/2024,01/11/2024,Engineer was polite and efficient,Engineer was polite and efficient. Took a while to book the service. 
25/11/2024,01/11/2024,Super service,Excellent visit to repair my boiler on a Sunday only a day or two after reporting the fault. Really impressed at the value and service.
25/11/2024,01/11/2024,Very good and easy to do,Very good and easy to do
25/11/2024,01/11/2024,Very easy to sort out staff patient,Very easy to sort out staff patient
25/11/2024,01/11/2024,Exact details,Clear and precise information 
25/11/2024,01/11/2024,Worst cancellation experience,Advised the agent that selling the house as had an offer  accepted. The agent asked me 7 times that we can put it on hold for 3 months so you can transfer it to the new property.I said no it was renewed yesterday and I just want to cancel it and then he put me through to his senior who tried to convince me that they can put it on hold and offer me low price.Not sure why they wont understand that I am selling my property and not sure when I will move into my new property because of the work being done.I even told them the new property will need a new boiler but they still kept saying the same thing.The worst experience ever trying to cancel a policy where I am being told the same thing like 10 times that we can put it on hold.I don't think I will ever go back to them again
25/11/2024,01/11/2024,Very easy to sign up … showed exactly…,Very easy to sign up … showed exactly what I wanted see in regards to what it covers
25/11/2024,01/11/2024,Really easy to sign up,"Really easy to sign up, information around cover was extremely clear and good value product"
25/11/2024,01/11/2024,"Great, thank you.",Easy and straightforward 
25/11/2024,01/11/2024,Easy to sign up,Easy to sign up 
25/11/2024,01/11/2024,Simple to fill in although a link to…,Simple to fill in although a link to find out how old your boiler is would help
25/11/2024,01/11/2024,Great experience,Great experience. No hassle
25/11/2024,01/11/2024,Easy sign up,Easy sign up
25/11/2024,01/11/2024,Easy to sign up,Easy to sign up 
25/11/2024,01/11/2024,Very helpful,Very helpful 
25/11/2024,01/11/2024,It was excellent experience company ,It was excellent experience with this company and very easy online excess price is brilliant as well i am happy and their customer services is very good too.
25/11/2024,01/11/2024,Very professional,"Very professional, punctual and considerate of my home "
25/11/2024,01/11/2024,Concern that no email received…,Concern that no email received confirming policy and no information when direct debit to be taken. But very helpful staff. 
25/11/2024,01/11/2024,Relatively easy to set up,"It was relatively easy to set up account, but not as obvious where to add promo code since you were encouraged to press continue/next button prior to relevant questions. "
25/11/2024,01/11/2024,I have been with 247 rescue for 2 years…,"I have been with 247 rescue for 2 years now,my own home and landlord, they have recently let me down 3 times when they said they were coming round to service the boiler at the rental property, they will not give me a refund the boiler service is 3 months out of date now. Putting the tenants at risk of carbon monoxide poisoning,"
26/11/2024,01/11/2024,Good response,Good response 
26/11/2024,01/11/2024,Excellent service,"Excellent service, fitted into my timescale."
26/11/2024,01/11/2024,Mathew was good,Mathew was good
26/11/2024,01/11/2024,The response to my call by 24/7 was…,"The response to my call by 24/7 was very good. Engineer, Ryan, sorted out the problem with speed and courtesy. Top marks to all concerned."
26/11/2024,01/11/2024,Fast efficient all fixed,Fast efficient all fixed! Thank you.
26/11/2024,01/11/2024,Engineer El sayed visited for an…,Engineer El sayed visited for an emergency call outm he was professional and courteous 
26/11/2024,01/11/2024,"Frederick was on time ,remarkable young…","Frederick was on time ,remarkable young man and explained everything step by ,great job"
26/11/2024,01/11/2024,Confusing feedback request,"I am not sure what service this feedback request refers to. If it is the boiler service, that has not happened yet. If it was booking the boiler service, that was some time ago. I do not remember any problems with it. Perhaps the feedback policy should be reviewed."
26/11/2024,01/11/2024,"Avoid this company at all costs,its a…","Avoid this company at all costs,its a scam,even with full cover they will ring you up asking for more more money, working off a script,reported to trading standards "
26/11/2024,01/11/2024,Shawn the engineer was very helpful and…,Shawn the engineer was very helpful and very professional. Would recommend this company 
26/11/2024,01/11/2024,Great service,Great service
26/11/2024,01/11/2024,Excellent service!,Excellent service!
26/11/2024,01/11/2024,Engineer Nadeem arrived promptly and…,"Engineer Nadeem arrived promptly and worked efficiently and left everything tidy and clean. He was totally professional, pleasant and explained everything that needed to be done."
26/11/2024,01/11/2024,1st Class  boiler repair,The engineer was well knowledgable with the boiler and knew immediately what the the problems was and rectified it. He was very pleasant and polite.
26/11/2024,01/11/2024,Has fitter was a true gentleman,"Has fitter was a true gentleman,  very polite and a pleasure to chat to.He explained all about the boiler and exactly what he was doing.He sent me the report instantly "
26/11/2024,01/11/2024,Engineer visit ,Great fast friendly service 
26/11/2024,01/11/2024,Very pleasant and professional engineer.,Very pleasant and professional engineer.
26/11/2024,01/11/2024,The request was dealt promptly and…,The request was dealt promptly and sorted within 48 hours. Communication from insurer was clear.The gas engineer was professional and knows his job. He had gone through the work with patience and made sure it is sorted properly.
26/11/2024,01/11/2024,Great communication and contract offer,Great communication and contract offer 
26/11/2024,01/11/2024,Boiler Service ,"Had a boiler service, engineer was polite and knowledgeable "
26/11/2024,01/11/2024,Very pleased with the engineer and company,The engineer turned up and carried out his job in the most professional manner. He was very informative and explained everything as he went along. He solved both problems and now we have a very happy house well done Azaz. Would fully recommend the company to anyone. On a slight negative nothing to do with the visit it would be nice if you could have two slots at start ie morning or afternoon just so the customer is not waiting around all day but that was just a little negative. All in all 10/10
26/11/2024,01/11/2024,Very good service,Very good service
26/11/2024,01/11/2024,Boiler ,The engineer was polite and helpful 
26/11/2024,01/11/2024,Absolute bunch of cowboys,"Absolute bunch of cowboys, they are happy to take your money but never commit to appointments. Several rearrangements, wasted days off work for what? Avoid at all costs and rely on a more established company.After 30 minutes of being on the phone to cancellations and they still failed, failed to cancel my policy. If this is not the definition of a cowboy company, I don't know what is."
26/11/2024,01/11/2024,Very easy process,Very easy process
26/11/2024,01/11/2024,Engineer visit ,The engineer was very polite and did a brilliant job. 
26/11/2024,01/11/2024,Quick and efficient,Quick and efficient 
26/11/2024,01/11/2024,good engineer came and was helpful,good engineer came and was helpful
26/11/2024,01/11/2024,Home Emergency Insurance,"Easy to access website, after using Moneysupermarket.Straight forward, and following phone call, etc was informative with 247's agent. NB - very competitive price,"
26/11/2024,01/11/2024,Good start,Very helpful lady who set up my new policy which is always a good start. As a new customer there is not else to say. It seems to offer just what I need at an affordable price.
26/11/2024,01/11/2024,Shane was excellent and professional at…,Shane was excellent and professional at hi workAm very pleased with the service
26/11/2024,01/11/2024,The men that came were very very polite…,"The men that came were very very polite and respectful, it was a good job done "
26/11/2024,01/11/2024,All ok it was ok,All ok it was ok
26/11/2024,01/11/2024,Great service would recommend,Great service would recommend 
26/11/2024,01/11/2024,Easy sign up was Easy,Easy sign up was Easy 
26/11/2024,01/11/2024,Very easy sign up process,Very easy sign up process. Easy to understand. 
26/11/2024,01/11/2024,Easy to understand,Easy to understand 
26/11/2024,01/11/2024,Onboarding was really straight forward…,Onboarding was really straight forward and quick
26/11/2024,01/11/2024,Agent was very knowledgable and was…,Agent was very knowledgable and was very informative
26/11/2024,01/11/2024,Booking a breakdown was hard work and…,"Booking a breakdown was hard work and first offer an appointment in 4 days time, after pressing them was offer appointment 2 days later and then on the day appointment called at 14:00 to cancel appointment and rebook 2 days later. Very poor service and not a company I will use again. Reply says it all, no apologies, no how can we help, just ok another one let’s move onScore reduce from 3 to 1 star"
26/11/2024,01/11/2024,This company has a super pushy sales…,This company has a super pushy sales technique and staff are trained to not take no for an answer. I cancelled the policy within cancellation period and they keep msging me to re-start. They do not delete your details which I think is unscrupulous. Don’t be enticed by their prices as they have hidden costs.  
27/11/2024,01/11/2024,Very easy process and the people are…,Very easy process and the people are helpful
27/11/2024,01/11/2024,Gary was very professional,"Gary was very professional, courteous and thorough . "
27/11/2024,01/11/2024,Gas service,All ok no issues but
27/11/2024,01/11/2024,Great experience,Great experience! Amazing attitude towards the job on hand. Wayne was very professional and punctual. The boiler leak was identified by engineer really fast and all repaired in no time. Thank you so much to Wayne. Much appreciated the work done by him. All my worries gone when he has resolved the issue in appropriate and quick manner.
27/11/2024,01/11/2024,Great experience being with 24/7,"Great experience! The engineer was friendly, considerate, professional, well prepared and looking smart. Even a slight delay on getting the engineer was not so disappointing because of how well allocated engineer Wayne has managed the job on hand. Prior Wayne’s arrival the leaking boiler left us with water coming through the ceiling resulting in required total shut down which took away our ability to use heating and we had no hot water for few days. Wayne has identified the leak and repaired it all in no time leaving us very pleased with how focused he was to get the job done quickly at the top standard, giving us back full access to hot water/ heating and We are Very great full for his help. Big thank you to Wayne!!! Much appreciated."
27/11/2024,01/11/2024,Helpful engineer resolved the issue,Helpful engineer resolved the issue
27/11/2024,01/11/2024,I am very happy with the service they…,I am very happy with the service they provided. He came with polite manners and made me feel comfortable. 
27/11/2024,01/11/2024,Engineer was efficient,"Engineer was efficient, polite and very respectful of my home"
