Date,Year-Month,Review,Product Categorisation_sentiment_score,Product Categorisation_reason,Overall Sentiment_sentiment_score,Overall Sentiment_reason,Appointment Scheduling_sentiment_score,Appointment Scheduling_reason,Customer Service_sentiment_score,Customer Service_reason,Response Speed_sentiment_score,Response Speed_reason,Engineer Experience_sentiment_score,Engineer Experience_reason,Solution Quality_sentiment_score,Solution Quality_reason,Value for Money_sentiment_score,Value for Money_reason
02/01/2025,01/01/2025,Christian Jones Same here customer service is a joke my issue has been going on for a year £0 balance showing every time 🤬,85,Energy,-90,"The review expresses strong frustration and dissatisfaction with the customer service, indicating that the issue has persisted for a long time without resolution. The use of an angry emoji further emphasizes the negative sentiment.",-90,"The review expresses extreme frustration with the customer service related to appointment scheduling, indicating a significant negative experience that has persisted for a year. The use of strong language (🤬) further emphasizes the dissatisfaction.",-90,"The review expresses extreme frustration with the customer service, describing it as a ""joke"" and highlighting a long-standing unresolved issue, which indicates a very negative sentiment towards this aspect.",-90,"The review expresses extreme frustration with the customer service and indicates that the issue has persisted for a year without resolution, suggesting very poor response speed.",-90,"The review expresses extreme frustration with the customer service related to the engineer's experience, indicating a significant negative sentiment due to unresolved issues over a long period.",-90,"The review expresses significant frustration with the customer service and indicates that the issue has not been resolved for a year, suggesting a very poor quality of solution provided.",-90,"The review expresses significant frustration with the customer service and indicates a lack of resolution regarding an ongoing issue, which implies poor value for money. The mention of a £0 balance suggests dissatisfaction with the financial aspect of the service."
04/01/2025,01/01/2025,"Christian Jones my gas account isn't showing, can't use old app to top up, can't use gas card as old acc number, actual website not showing gas account, can't top up gas, a new app nobody wanted, they must take courses on incompetence to be this good at it.",90,Energy,-90,"The review expresses strong frustration and dissatisfaction with the service, highlighting multiple issues and a lack of usability, which indicates a very negative overall sentiment.",-100,"The review expresses extreme frustration and dissatisfaction with the service, indicating significant issues with account access and functionality, which directly impacts the ability to schedule appointments for gas top-ups. The language used conveys a strong negative sentiment towards the overall service experience.",-90,"The review expresses extreme frustration and dissatisfaction with the customer service, highlighting multiple issues with accessing the gas account and a lack of support, which indicates a very negative sentiment towards the service provided.",-90,"The review expresses significant frustration with the inability to access the gas account and the lack of functionality in the app and website. The mention of ""incompetence"" indicates a strong negative sentiment towards the response speed and effectiveness of the service provided.",-90,"The review expresses significant frustration and dissatisfaction with the service, highlighting issues with the gas account management and the app. The mention of ""incompetence"" indicates a very negative experience with the engineer's support or service, leading to a low sentiment score.",-90,"The review expresses strong frustration and dissatisfaction with the solutions provided for managing the gas account, highlighting multiple issues such as the inability to top up gas and the inadequacy of the new app. The language used indicates a severe lack of effective solutions, leading to a very negative sentiment regarding solution quality.",-100,"The review expresses extreme frustration and dissatisfaction with the service, highlighting multiple issues that prevent the user from accessing their gas account and topping up. This indicates a complete lack of perceived value for money, as the customer feels they are not receiving the service they paid for."
29/01/2025,01/01/2025,British Gas still nothing is resolved and no update this is just silly can't even see what rate I am on. Literally can't do anything,90,Energy,-80,"The review expresses frustration and dissatisfaction with the service provided by British Gas, indicating unresolved issues and a lack of communication. The use of words like ""silly"" and ""can't do anything"" highlights a strong negative sentiment.",-80,"The review expresses frustration and dissatisfaction with the lack of resolution and updates regarding appointment scheduling, indicating a very negative experience.",-80,"The review expresses frustration and dissatisfaction with the lack of resolution and updates from British Gas, indicating a very negative experience with their customer service.",-80,"The review expresses frustration over the lack of resolution and updates from British Gas, indicating a very slow response speed that has led to dissatisfaction.",-80,"The review expresses frustration and dissatisfaction with the service provided by British Gas, indicating that issues remain unresolved and there is a lack of communication. This strongly negative sentiment reflects a poor experience with the engineer's service.",-80,"The review expresses frustration with the lack of resolution and updates from British Gas, indicating a poor quality of solution provided. The use of words like ""silly"" and ""can't do anything"" highlights significant dissatisfaction with the service.",-80,"The review expresses frustration and dissatisfaction with the service provided by British Gas, indicating that the customer feels they are not receiving good value for their money due to unresolved issues and lack of communication."
29/01/2025,01/01/2025,British Gas already been on my pm but get automatic AI response.,0,Unknown,-50,"The review expresses frustration with the service, indicating dissatisfaction with receiving an automatic AI response instead of a human interaction. This suggests a negative experience overall.",-50,"The review indicates frustration with the appointment scheduling process, as the customer only received an automatic AI response instead of a human interaction, suggesting dissatisfaction with the service.",-50,"The review indicates frustration with the customer service experience, specifically mentioning receiving an ""automatic AI response"" instead of a human interaction. This suggests a negative sentiment towards the responsiveness and effectiveness of the customer service provided.",-50,"The mention of receiving an ""automatic AI response"" suggests frustration with the lack of timely and personalized communication, indicating a negative sentiment regarding the response speed.",-50,"The review indicates frustration with the service, specifically mentioning an ""automatic AI response,"" which suggests a lack of personal interaction or effective communication from the engineers. This implies a negative experience with the engineers' responsiveness or support.",-50,"The review indicates dissatisfaction with the response from British Gas, highlighting that it was an automatic AI response rather than a personalized solution. This suggests a lack of effective resolution to the customer's issue, leading to a negative sentiment regarding the quality of the solution provided.",-50,"The review indicates dissatisfaction with the service, as the customer is not receiving a human response and is instead getting an automatic AI reply. This suggests a lack of perceived value for the money spent, leading to a negative sentiment regarding value for money."
29/01/2025,01/01/2025,British Gas got told ill get an update on 24/1 but nothing,50,Unknown,-70,"The review expresses frustration and disappointment due to a lack of communication and follow-up from British Gas, indicating a negative experience.",-70,"The review expresses frustration and disappointment regarding the lack of communication and updates about the appointment, indicating a negative experience with the scheduling process.",-70,"The review expresses frustration due to a lack of communication and updates from British Gas, indicating poor customer service. The mention of being told to expect an update but receiving nothing highlights dissatisfaction.",-70,"The review expresses frustration due to a lack of communication and updates from British Gas, indicating a very negative sentiment regarding their response speed.",-50,"The review expresses frustration due to a lack of communication and updates from British Gas, indicating a negative experience with the service provided by the engineer.",-80,"The review expresses frustration due to a lack of communication and follow-up regarding an update, indicating poor solution quality and customer service.",-50,"The review expresses frustration over a lack of communication regarding an update, which implies dissatisfaction with the service. This dissatisfaction can negatively impact the perception of value for money, as the customer feels neglected and possibly undervalued."
29/01/2025,01/01/2025,British Gas nope just told me to go to your website which I have done multiple time and still nothing gets sorted.,0,Unknown,-80,"The review expresses frustration and dissatisfaction with British Gas, indicating that the customer feels ignored and that their issue remains unresolved despite multiple attempts to seek help. This strong negative sentiment reflects a poor overall experience.",-80,"The review expresses frustration and dissatisfaction with the appointment scheduling process, indicating that the customer has repeatedly tried to resolve an issue without success. This negative experience leads to a low sentiment score.",-80,"The review expresses frustration and dissatisfaction with the customer service provided by British Gas, indicating that the customer feels ignored and that their issues remain unresolved despite multiple attempts to seek help.",-80,"The review expresses frustration with the slow response from British Gas, indicating that the customer has repeatedly sought assistance without resolution. This reflects a very negative sentiment regarding the response speed.",-80,"The review expresses frustration and dissatisfaction with the service provided by British Gas, indicating that the customer did not receive the help they needed from the engineer, leading to a negative sentiment regarding the engineer's experience.",-80,"The review expresses frustration with the lack of effective solutions provided by British Gas, indicating that the customer has repeatedly sought help without receiving satisfactory assistance. This strongly negative sentiment reflects poor solution quality.",-80,"The review expresses frustration with the lack of resolution and support from British Gas, indicating a poor experience that suggests a lack of value for the money spent."
29/01/2025,01/01/2025,Annabelle Kiely my account been like this for a year🤬,20,Energy,-80,"The review expresses strong frustration and dissatisfaction, indicated by the use of an angry emoji and the mention of a prolonged issue lasting a year. This suggests a very negative overall sentiment.",-80,"The review expresses frustration and dissatisfaction regarding the account situation, indicating a significant issue with appointment scheduling that has persisted for a long time. The use of an angry emoji further emphasizes the negative sentiment.",-90,"The review expresses significant frustration and dissatisfaction with the customer service, indicated by the use of an angry emoji and the mention of a prolonged issue lasting a year. This strongly negative sentiment reflects a poor experience with customer service.",-90,"The review expresses significant frustration and dissatisfaction with the lack of response speed, indicated by the use of an angry emoji and the mention of a prolonged issue lasting a year.",-90,"The review expresses significant frustration and dissatisfaction, indicated by the use of an angry emoji and the mention of a prolonged issue lasting a year. This suggests a very negative sentiment regarding the engineer's experience.",-90,"The review expresses significant frustration and dissatisfaction with the lack of resolution regarding the account issue, indicating a very negative sentiment towards the quality of the solution provided.",-80,"The review expresses frustration and dissatisfaction with the account situation, indicating a negative experience that likely relates to perceived poor value for money. The use of an angry emoji further emphasizes the strong negative sentiment."
29/01/2025,01/01/2025,British Gas how can I DM you?,0,Unknown,0,The review is neutral as it simply asks a question without expressing any positive or negative feelings towards British Gas.,0,"The review does not express any positive or negative sentiment regarding appointment scheduling; it simply asks a question about direct messaging, indicating a neutral stance.",0,The review is neutral as it simply asks a question about direct messaging without expressing any positive or negative feelings towards customer service.,0,"The review is neutral as it simply inquires about how to send a direct message, without expressing any positive or negative feelings regarding the response speed.",0,"The review does not provide any information regarding the engineer's experience; it is simply a question directed at British Gas. Therefore, it is neutral in sentiment.",0,The review does not provide any information about the quality of the solution offered by British Gas. It is a neutral inquiry without any positive or negative sentiment regarding the service or solution quality.,0,The review does not provide any information regarding the value for money; it simply asks a question without expressing any sentiment related to pricing or perceived value.
01/01/2025,01/01/2025,Energy companies making millions in profit and ripping off everyone of us 🤔,85,Energy,-80,"The review expresses strong dissatisfaction with energy companies, indicating a negative sentiment towards their practices and the impact on consumers. The use of ""ripping off"" suggests a significant level of frustration and anger.",0,"The review does not mention anything related to appointment scheduling; it focuses on the profits of energy companies and their impact on customers. Therefore, the sentiment is neutral regarding the specified aspect.",-80,"The review expresses strong dissatisfaction with energy companies, implying a negative experience related to customer service by suggesting they are ""ripping off"" customers. This indicates a lack of trust and frustration, which contributes to a highly negative sentiment score.",-80,"The review expresses strong frustration and dissatisfaction with energy companies, indicating a negative sentiment towards their responsiveness and perceived exploitation. The use of ""ripping off"" suggests a lack of timely and fair service, which negatively impacts the aspect of response speed.",-80,"The review expresses strong dissatisfaction with energy companies, indicating a negative sentiment towards their practices. However, it does not specifically address the engineer's experience, leading to a low score due to the overall negative tone.",-80,"The review expresses strong dissatisfaction with energy companies, indicating a belief that they are exploiting customers for profit. This reflects a negative sentiment towards the quality of solutions provided by these companies, suggesting that the reviewer feels the solutions are inadequate or unfair.",-80,"The review expresses strong dissatisfaction with energy companies, indicating that they are perceived as overcharging customers and profiting excessively at their expense. This reflects a very negative sentiment regarding the value for money."
01/01/2025,01/01/2025,Been trying all day to submit meter readings and it says you are having technical problems.,90,Energy,-70,"The review expresses frustration and dissatisfaction due to technical problems encountered while trying to submit meter readings, indicating a negative experience overall.",-80,"The review expresses frustration with the inability to submit meter readings due to technical problems, indicating a negative experience with the appointment scheduling process.",-80,The review expresses frustration and dissatisfaction with the customer service due to ongoing technical problems that hinder the ability to submit meter readings. This indicates a very negative experience.,-70,"The review expresses frustration with the inability to submit meter readings due to technical problems, indicating a significant delay in response or functionality. This reflects a negative sentiment regarding the response speed of the service.",-80,"The review expresses frustration and dissatisfaction due to technical problems encountered while trying to submit meter readings, indicating a negative experience with the service. There is no mention of the engineer's performance, but the overall sentiment is heavily negative due to the technical issues.",-80,"The review expresses frustration due to the inability to submit meter readings because of technical problems, indicating a poor quality of the solution provided by the contractor.",-80,"The review expresses frustration with the inability to submit meter readings due to technical problems, which implies a lack of value for the service provided. The negative experience suggests that the customer feels they are not receiving adequate service for their money."
01/01/2025,01/01/2025,"You need to delay the price cap until we have submitted our meter readings, which we can’t because your systems are down.",90,Energy,-70,"The review expresses frustration and dissatisfaction with the service due to system issues that hinder the customer's ability to submit meter readings, indicating a negative overall sentiment.",-70,"The review expresses frustration regarding the inability to submit meter readings due to system issues, which implies a negative experience with the appointment scheduling process. The mention of a delay and the systems being down indicates significant dissatisfaction.",-80,"The review expresses frustration with the customer service due to system issues preventing the submission of meter readings, indicating a negative experience.",-70,"The review expresses frustration regarding the delay caused by the contractor's systems being down, indicating a negative sentiment towards the response speed. The inability to submit meter readings due to system issues suggests a lack of timely support.",-50,"The review expresses frustration with the inability to submit meter readings due to system issues, which implies a negative experience with the service provided by the engineers. The sentiment is not extremely negative but indicates dissatisfaction with the situation.",-80,"The review expresses frustration with the inability to submit meter readings due to system issues, indicating a poor quality of the solution provided. The mention of needing to delay the price cap further emphasizes dissatisfaction with the current resolution process.",-70,"The review expresses frustration regarding the inability to submit meter readings due to system issues, which implies dissatisfaction with the service and suggests a negative perception of value for money."
02/01/2025,01/01/2025,"British Gas I hope I have. The App isn’t working and neither was the links for meter readings on the website.I did find another web page that seemed to allow me, but I’ve not been notified if it was successful.",85,Energy,-50,"The review expresses frustration with the app and website functionality, indicating a negative experience. The mention of unsuccessful attempts and lack of notification contributes to an overall unfavorable sentiment.",-50,"The review expresses frustration with the app and website functionality, which implies difficulties in scheduling appointments or accessing necessary services. The lack of successful notification further contributes to a negative sentiment regarding the appointment scheduling process.",-70,"The review expresses frustration with the app and website functionality, indicating a lack of effective customer service support. The mention of unsuccessful attempts to resolve issues further highlights dissatisfaction with the service provided.",-50,"The review expresses frustration with the lack of functionality in the app and website links, indicating a slow or inadequate response to the customer's needs. The mention of not being notified about the success of the alternative method further emphasizes dissatisfaction with the response speed.",0,"The review does not mention the engineer's experience or performance; it focuses on issues with the app and website functionality, resulting in a neutral sentiment regarding the engineer's service.",-70,"The review expresses frustration with the app and website not functioning properly, indicating a poor quality of solutions provided for meter readings. The mention of uncertainty about the success of an alternative solution further emphasizes dissatisfaction.",-50,"The review expresses frustration with the functionality of the app and website, indicating a lack of value in the service provided. The inability to successfully complete meter readings suggests a poor experience, which negatively impacts the perceived value for money."
04/01/2025,01/01/2025,Rick Allanach can't even top up my gas as my account isn't on the app yet,85,Energy,-50,"The review expresses frustration and disappointment regarding the inability to top up gas due to an issue with the app, indicating a negative experience overall.",-50,"The review expresses frustration regarding the inability to top up gas due to the account not being on the app, indicating a negative experience with the appointment scheduling process.",-50,"The review expresses frustration with the inability to receive service due to an account issue, indicating a negative experience with customer service.",-50,"The review expresses frustration regarding the inability to top up gas due to a lack of account access on the app, indicating a slow or inadequate response in addressing the customer's needs.",-50,"The review expresses frustration with the engineer's inability to assist due to an issue with the app, indicating a negative experience with the service provided.",-80,"The review expresses frustration with the inability to top up gas due to an issue with the app, indicating a significant dissatisfaction with the solution provided.",-50,"The review expresses frustration regarding the inability to top up gas due to an issue with the app, which implies a lack of value in the service provided. The negative sentiment suggests dissatisfaction with the overall experience related to value for money."
04/01/2025,01/01/2025,British Gas heard this one before,0,Unknown,-50,"The phrase ""heard this one before"" suggests frustration or annoyance, indicating a negative sentiment towards the overall experience with British Gas.",-50,"The phrase ""heard this one before"" suggests frustration or dissatisfaction with the appointment scheduling process, indicating a negative sentiment towards the experience.",-50,"The phrase ""heard this one before"" suggests frustration or dissatisfaction with the customer service experience, indicating a negative sentiment towards how the service was handled.",-50,"The phrase ""heard this one before"" suggests frustration or disappointment with the response speed, indicating that the customer has experienced delays or unsatisfactory communication in the past.",-50,"The phrase ""heard this one before"" suggests frustration or disappointment with the engineer's experience, indicating a negative sentiment towards the service provided.",-50,"The phrase ""heard this one before"" suggests frustration or disappointment with the quality of the solution provided, indicating that the customer feels the service is repetitive or unsatisfactory.",-50,"The phrase ""heard this one before"" suggests frustration or disappointment, indicating that the customer feels they are not receiving good value for money, likely due to previous negative experiences."
01/01/2025,01/01/2025,This new update has been a nightmare having to go to my meter and physically enter in a code every time I have to top up no one seems to know how to resolve this . I think it’s time to move now.,85,Energy,-80,"The review expresses significant frustration and dissatisfaction with the new update, describing it as a ""nightmare"" and indicating a desire to move due to the inconvenience caused. This strong negative sentiment leads to a low score.",0,"The review does not mention anything related to appointment scheduling; it focuses on frustrations with a new update and the inconvenience of topping up a meter. Therefore, the sentiment is neutral regarding the specified aspect.",-80,"The review expresses frustration with the customer service, indicating that no one seems to know how to resolve the issue, which suggests a lack of support and assistance. The mention of wanting to move further emphasizes dissatisfaction with the service provided.",-80,"The review expresses frustration with the lack of resolution and support regarding the new update, indicating a very negative sentiment towards the response speed of the service. The mention of ""no one seems to know how to resolve this"" highlights a significant delay or absence of effective assistance.",-80,"The review expresses significant frustration and dissatisfaction with the update process, indicating a negative experience with the service, which likely includes the engineer's involvement in resolving the issue. The mention of a ""nightmare"" and the intention to ""move now"" further emphasizes the negative sentiment.",-80,"The review expresses significant frustration with the new update and the lack of effective solutions to the problem, indicating a poor quality of solutions provided. The mention of considering moving further emphasizes dissatisfaction.",-80,"The review expresses frustration with the new update and the inconvenience it causes, suggesting that the value for money is poor due to the additional effort required to top up. The mention of considering moving also indicates dissatisfaction with the overall experience."
01/01/2025,01/01/2025,"your company is so crap, my so called smart meter has not worked since september, it appears to be stuck, you can see it your end, I can see it my end and yet you still want a photo of the meter.....why you can see its broken, you morons",90,Energy,-90,"The review expresses extreme frustration and dissatisfaction with the company's service, using derogatory language and emphasizing the ongoing issue with the smart meter. The overall tone is highly negative, indicating a strong sentiment against the company.",-90,"The review expresses extreme frustration and dissatisfaction with the service provided, indicating a significant issue with the responsiveness and effectiveness of the appointment scheduling process. The use of derogatory language reinforces the negative sentiment.",-90,"The review expresses extreme frustration and dissatisfaction with the customer service provided by the company, highlighting a lack of effective communication and resolution regarding the issue with the smart meter. The use of derogatory language further emphasizes the negative sentiment.",-90,"The review expresses extreme frustration and anger towards the company's lack of responsiveness and inability to resolve the issue with the smart meter, indicating a very negative sentiment regarding their response speed.",-90,"The review expresses extreme frustration and dissatisfaction with the service provided by the company, particularly regarding the engineer's inability to resolve the issue with the smart meter. The use of derogatory language (""morons"") further emphasizes the negative sentiment towards the engineer's experience.",-90,"The review expresses extreme frustration and dissatisfaction with the company's ability to provide a solution for the broken smart meter, indicating a lack of effective resolution and poor service quality.",-100,"The review expresses extreme frustration and dissatisfaction with the service provided, indicating that the customer feels they are not receiving value for their money due to the ongoing issue with the smart meter and the perceived incompetence of the company."
02/01/2025,01/01/2025,"British Gas Jodie you will se an enginner is now booked , but it took me to make a threat of posting my chat online for this to happen, anyway the chat went online",90,Gas,-70,"The review expresses frustration and dissatisfaction with the service, highlighting a negative experience that required a threat to resolve an issue. The overall tone is quite negative, indicating a lack of trust and poor customer service.",-70,"The review indicates frustration and dissatisfaction with the appointment scheduling process, highlighting that it required a threat to achieve a resolution. This reflects a very negative experience regarding the timeliness and effectiveness of scheduling.",-70,"The review expresses frustration with the customer service experience, highlighting a delay in action that only occurred after the customer felt compelled to threaten to post their chat online. This indicates a negative sentiment towards the responsiveness and effectiveness of the customer service provided.",-50,"The review indicates frustration with the slow response from British Gas, as the customer had to resort to making a threat to receive service. This reflects a negative sentiment regarding the speed of their response.",-50,"The review indicates frustration and dissatisfaction with the process of getting an engineer booked, highlighting that it required a threat to prompt action. This suggests a negative experience with the service provided.",-70,"The review indicates frustration with the resolution process, highlighting that it took a threat to receive a response. This suggests a poor quality of solution and customer service, leading to a strongly negative sentiment.",-50,"The review expresses frustration regarding the service and the need to escalate the situation to get a response, which implies dissatisfaction with the value received for the money spent. The mention of a threat to post the chat online suggests a lack of perceived value in the service provided."
01/01/2025,01/01/2025,"Had to change supplier, as BG has No Billing Telephone Team, all Thier So called Customer Service Staff are Based in Africa. And I'm Definitely Not giving my Details to Another Country, to get Scammed.",90,Energy,-80,"The review expresses strong dissatisfaction with the customer service and billing processes, highlighting concerns about security and trust. The use of phrases like ""No Billing Telephone Team"" and ""Definitely Not giving my Details"" indicates a negative experience, leading to a significantly negative sentiment score.",-80,"The review expresses strong dissatisfaction with the customer service and billing process, indicating frustration with the inability to communicate effectively regarding appointments. The mention of changing suppliers due to concerns about security further emphasizes a negative experience related to scheduling and service accessibility.",-80,"The review expresses strong dissatisfaction with the customer service, highlighting a lack of local support and concerns about security, which indicates a very negative sentiment towards the aspect of customer service.",-80,"The review expresses strong dissatisfaction with the customer service, specifically mentioning the lack of a billing telephone team and a preference against providing personal details to overseas staff. This indicates a negative sentiment regarding the response speed and accessibility of support.",-80,"The review expresses strong dissatisfaction with the customer service experience, indicating a lack of trust and a negative perception of the company's support structure. However, it does not specifically address the engineer's experience, leading to a lower score focused on the overall sentiment rather than the engineer's performance.",-80,"The review expresses strong dissatisfaction with the customer service and billing process, indicating a lack of trust and a negative experience. The mention of not wanting to provide details due to fears of being scammed suggests that the perceived quality of the solution offered by the contractor is very low.",-80,"The review expresses strong dissatisfaction with the service provided, indicating a lack of trust and value in the customer service experience, which negatively impacts the perceived value for money."
02/01/2025,01/01/2025,Glen Buchanan I believe I got fraudulent activity on my accounts from those Africans. They lie and once when I rang about something important the SAfrican was crunching crisps and it sounded like a party going on in the background. How unprofessional Sh*tish Gas are.,0,Unknown,-90,"The review expresses strong negative feelings towards the contractor, highlighting concerns about professionalism and potential fraudulent activity. The use of derogatory language and a specific negative experience contributes to a very low sentiment score.",-90,"The review expresses strong dissatisfaction with the professionalism of the service, indicating a negative experience during the appointment scheduling process, particularly due to unresponsiveness and distractions during communication.",-90,"The review expresses strong dissatisfaction with the customer service, highlighting unprofessional behavior and a lack of seriousness in handling important matters. The use of derogatory language further emphasizes the negative sentiment.",-90,"The review expresses strong dissatisfaction with the response speed, highlighting a negative experience when trying to communicate with the contractor. The mention of unprofessional behavior and distractions during important calls indicates a significant delay or lack of attentiveness in their response, leading to an extremely negative sentiment.",-90,"The review expresses strong dissatisfaction with the professionalism of the engineer, highlighting unprofessional behavior and implying fraudulent activity, which significantly detracts from the overall experience.",-90,"The review expresses strong dissatisfaction with the service provided, highlighting concerns about professionalism and potential fraudulent activity. The negative language used indicates a severe lack of trust in the solution quality offered by the contractor.",-100,"The review expresses strong negative feelings towards the service provided, indicating a belief in fraudulent activity and unprofessional behavior. This suggests a complete lack of perceived value for money."
02/01/2025,01/01/2025,British Gas I left this incompetent set of cowboys 2 years ago. I am now happy with Octopus and my local gas safe engineer. BG needs URGENT investigation and regulation and should be nationalised as soon as possible.,0,Unknown,-90,"The review expresses strong dissatisfaction with British Gas, describing them as ""incompetent"" and ""cowboys."" The mention of leaving them for a better service and the call for urgent investigation indicates a very negative overall sentiment towards the company.",-100,"The review expresses extreme dissatisfaction with British Gas, indicating a negative experience that likely includes issues with appointment scheduling, as the reviewer refers to the company as ""incompetent"" and suggests urgent investigation and regulation.",-90,"The review expresses strong dissatisfaction with British Gas, referring to them as ""incompetent"" and ""cowboys,"" which indicates a severe negative sentiment towards their customer service. The call for urgent investigation and regulation further emphasizes the reviewer's frustration and lack of trust in the company's service.",-90,"The review expresses strong dissatisfaction with British Gas, describing them as ""incompetent"" and ""cowboys,"" which indicates a severe lack of trust and frustration with their service. The mention of needing ""urgent investigation and regulation"" further emphasizes the negative sentiment regarding their response speed and overall service quality.",-80,"The review expresses strong dissatisfaction with British Gas, referring to them as ""incompetent"" and ""cowboys,"" which indicates a very negative experience with their engineers. The mention of being happy with a local gas safe engineer suggests a contrast that further emphasizes the poor experience with British Gas.",-90,"The review expresses strong dissatisfaction with British Gas, describing them as ""incompetent"" and ""cowboys,"" indicating a severe lack of quality in their service. The mention of needing ""urgent investigation and regulation"" further emphasizes the negative perception of their solutions.",-90,"The review expresses strong dissatisfaction with British Gas, describing them as ""incompetent"" and ""cowboys,"" which indicates a very negative perception of their value for money. The mention of switching to a competitor further emphasizes the lack of perceived value in their services."
04/01/2025,01/01/2025,"Glen Buchanan yes customer service terrible,could not understand 1st advisor,she did not put in the appointment which I asked for this morning,bare in mind it's an emergency as I've no heating or hot water,so had to ring again,this 2nd advisor   talked slowly so I can understand,sitting here awaiting a engineer from this morning due to the incompetent 1st  advisor  not doing her job,simple basics is understanding,iff nobody turns up like stated,I will be cancelling my gas supply,also charging them for a hotel stay so I can stay warm,bare in mind I have a health issue,not good at all",90,Gas,-90,"The review expresses strong dissatisfaction with the customer service, highlighting issues with communication and the urgency of the situation due to a lack of heating and hot water. The reviewer feels frustrated and let down, indicating a very negative overall sentiment.",-80,"The review expresses significant frustration with the appointment scheduling process, highlighting a lack of understanding from the first advisor and a failure to secure the requested appointment. The urgency of the situation, due to the lack of heating and hot water, amplifies the negative sentiment regarding this aspect.",-90,"The review expresses extreme dissatisfaction with the customer service, highlighting issues with communication and incompetence from the first advisor. The urgency of the situation due to a lack of heating and hot water further amplifies the negative sentiment.",-80,"The review expresses significant frustration with the slow response and lack of effective communication from the first advisor, which contributed to a delay in addressing an emergency situation. The mention of having to call again and the potential consequences of not receiving timely service further emphasizes the negative sentiment regarding response speed.",-80,"The review expresses significant frustration and dissatisfaction with the customer service experience, particularly regarding the failure to schedule an appointment for an urgent issue. The mention of potential cancellation of services and the need for a hotel stay due to the lack of heating further emphasizes the negative sentiment related to the engineer experience.",-80,"The review expresses significant frustration with the service provided, particularly highlighting the failure of the first advisor to schedule an appointment for an emergency situation. The mention of potential cancellation of gas supply and the need for a hotel stay due to inadequate service further emphasizes the negative sentiment regarding the quality of the solution offered.",-80,"The review expresses significant frustration with the customer service and the lack of timely assistance, indicating that the value received does not meet expectations, especially in an emergency situation. The mention of potential cancellation and additional costs further emphasizes a negative perception of value for money."
04/01/2025,01/01/2025,"Dionne ClarkeRecord all your Calls at all times, take photos of all interactions on here. BG is a Danger to People's Health and Pockets. Put complaints on UK.gov pages and Often, the more people that complain there, have more of affect against them. Also Ring Energy Ombudsman, tell them your experience of BG. And Not to Forget, put a Post on Trustpilot to Warn others.",0,Unknown,-100,"The review expresses extreme dissatisfaction and concern regarding the contractor's impact on health and finances, indicating a strong negative sentiment. The use of phrases like ""Danger to People's Health and Pockets"" and urging others to complain further emphasizes the severity of the negative experience.",-100,"The review expresses extreme dissatisfaction with the contractor, indicating that they pose a danger to people's health and finances. The strong language and advice to report the contractor suggest a severe negative experience, particularly regarding the reliability and safety associated with their services, which directly impacts appointment scheduling.",-100,"The review expresses extreme dissatisfaction with the customer service provided by BG, labeling them as a ""Danger to People's Health and Pockets"" and encouraging others to file complaints. This indicates a very negative sentiment towards the customer service experience.",-100,"The review expresses extreme dissatisfaction with the contractor, indicating that they pose a danger to people's health and finances. The recommendation to record calls and take photos suggests a lack of trust and a need for caution, which reflects a very negative sentiment regarding the contractor's response speed and overall reliability.",-100,"The review expresses extreme dissatisfaction with the service provided by BG, labeling them as a danger to people's health and finances. The strong negative language and the call to action for others to complain indicate a very poor experience with the engineer or service, leading to an extremely negative sentiment score.",-90,"The review expresses a strong negative sentiment towards the service provided by BG, indicating that it poses a danger to people's health and finances. The recommendation to take extensive measures against BG suggests a lack of trust in their solutions, leading to a very low score for solution quality.",-100,"The review expresses extreme dissatisfaction with the contractor, indicating that they pose a danger to people's health and finances. The mention of taking precautions and warning others suggests a strong negative experience regarding value for money."
01/01/2025,01/01/2025,Get my accounts up and running properly and I will be able to. But looking at the comments there is a problem at your end. That’s unusual.,80,Energy,20,"The review expresses a mild concern about an issue but does not convey strong negativity. The mention of ""unusual"" suggests that the reviewer is somewhat perplexed rather than outright dissatisfied, indicating a slightly positive outlook towards resolving the issue.",-30,"The review indicates frustration with the appointment scheduling process, suggesting there are issues that need to be addressed. The phrase ""there is a problem at your end"" implies a negative experience, leading to a score that reflects dissatisfaction.",-30,"The review indicates frustration with the service provided, mentioning a problem on the contractor's end and expressing concern about the unusual situation. This suggests a negative sentiment towards customer service.",-30,"The review indicates frustration with the response speed, suggesting that there is a problem on the contractor's end that is causing delays. The use of ""unusual"" implies that this is not the expected level of service, contributing to a negative sentiment.",-20,"The review indicates a problem with the service, suggesting dissatisfaction with the engineer's experience or performance. The phrase ""there is a problem at your end"" implies frustration, leading to a slightly negative sentiment score.",-30,"The review indicates frustration with the service, suggesting that there is a problem that needs to be addressed. The phrase ""that's unusual"" implies disappointment with the current solution quality, leading to a negative sentiment.",0,The review does not express a clear opinion about the value for money; it mentions issues with accounts but does not indicate whether the service was worth the cost.
