Review,Company
"From first contact through to resolution of my water leakage issue, everyone I dealt with was professional, punctual, courteous and efficient. Cannot fault them in any part of the process and would happily recommend to anyone.",HomeServe
"Promise to come, didnÃ¢â‚¬â„¢t come without telling us phone or email, bad communication. 2 days letter he came and he said is not cover . We explained to them about it the problem shower liking. Never again joining again with homeserve ",HomeServe
My problem was resolved efficiently but not without some difficulty for the plumber. He was super calm and dealt with everything graciously!,HomeServe
"Contact was good and appointment for Engineer to call quickly made. On attending, he quickly fitted a new water tap to the kitchen basin and left the area in clean and dry condition.",HomeServe
"The eng: arrived in quickly and repaired the damaged pipe, ",HomeServe
"Competent, efficient engineer quickly restored the function of my toilet",HomeServe
The plumber used was very efficient and did a good job.,HomeServe
"Excellent Adam was polite curtious and friendly made me at ease , it was a Sunday he did a temporary fix and organised a new toilet to be fitted on Tuesday , he even changed his working hrs so he could fit it before I had to go to work . Valued member of staff does your company proud hold onto him goes over and beyond Thankyou Adam ",HomeServe
"Really friendly, helpful drainage engineer. Problem sorted in no time.",HomeServe
Your Engineer did a thorough review of the situation on arrival and resolved the leak by replacing the radiator valve with one he had in his van.,HomeServe
"He man that came to clear my drains , did a wonderful .clean ,and good job",HomeServe
"The engineer was appalling, he cut off me water supply in my downstairs W.C advising that my floor was collapsing; my builder advised this was nonsense. He also cut off my upstairs sink as there was a leak, he said again that my floor was collapsing; again my builder refuted these claims as my floor is fine.At the end of the day he left me with a capped sink upstairs and capped W.C downstairs as he was too lazy to fix either. I feel the need to point out this incompetence as a gas engineer is not in any way qualified to inspect the structure of a home as per qualified builders. Disgusted",HomeServe
Homeserve Never lets you down....the engineer was young girl plumber which I had never seen before and she solved the problem was so helpful. ,HomeServe
"Minor plumbing issue, but very helpful and friendly. Identified the issue and fixed straight away. ",HomeServe
"Lovely engineer. A pleasure to deal with, sorted put Mums drain problem in no time. He's such a courteous  man too. Even rang to say there was traffic & may be a little later. A bury nice man indeed as well as a good engineer.",HomeServe
"The engineer that came to visit us was incredible. He helped us unblock an outside drain, nothing was too much for him and he went above and beyond to get it sorted. Very grateful, thank you again. ",HomeServe
"We had a few plumbing jobs that needed doing. Was able to book an engineer without delay who managed to do these jobs effectively.However the booking experience was far from ideal as it was automated which is fine if you don't have any query like I had and needed to speak with a living person.Anyhow notwithstanding the above, a great service, friendly punctual engineers.Highly recommended as private plumbers cost a fortune and some are dishonest. Plumbing insurance from home serve is the way forward ",HomeServe
"The plumber was very helpful, worked quickly, solved the problem and explained everything. I was pleased that the service was so prompt. 15.1",HomeServe
"Your gentleman was efficient, polite and pleasant. Assured us problem was not with our drains, and contacted Anglia water to investigate further. A1 service.",HomeServe
Argued that my tap was not leaking and then just fitted a new one.Not leaking now!,HomeServe
Excellent service from initial call to plumber calling on time and dealing with the leak with professional knowledge and skill,HomeServe
Very easy to book a convenient time and date. I was very impressed with Miles who changed my leaking bath taps. ,HomeServe
I was put through to a controller quickly and given an appointment for a plumber for the same day.The plumber was efficient and cleared up the problem and repaired another imminent problem.,HomeServe
Booked on line - plumber arrived and sorted problem in 10mins,HomeServe
"Waterboard came when they said, same day.Excellent service for a dirty job.So relieved I was.",HomeServe
The plumber arranged to do the work said that he could not mend our dripping tap without removing the bath or making a hole through the adjacent bedroom wall. I sent for an independent plumber who just replaced a valve to resolve the problem.I did receive my Ã‚Â£30 back on request.,HomeServe
Had an outside sink drain pipe blocked AND leaking. Next day repair by a blocked drain person who carried plumbing parts Ã¢â‚¬Ëœin caseÃ¢â‚¬â„¢ - job done.,HomeServe
Phone was answered straight away and the plumber came the day after he was supposed to as he had an emergency. Everything fine and professional.,HomeServe
The  plumber  who  came  was  knowledgeable  and  efficient and  fixed the  problem  in no time.   He was  also delightful  to deal  with ,HomeServe
The engineer was polite and professional and seemed to clear the outside drains. It has been Ok so far.,HomeServe
"We used to have home serve years ago but I cancelled my policy as I thought I was covered in my home insurance, I want the peace of mind of knowing I am covered for drainage pipes etc, it was easy to set up",HomeServe
Recently I had a seized tap.  Contacting Homeserve was a very easy process and the whole process of identifying the fault and fitting a replacement tap was undertaken in a very professional manner.  Thank you!,HomeServe
"Terrible service. Never sent all policy docs when took out policies for Plumbing & Drains,  electrics and boiler cover.Then they did gas certificate and didnt send gas certificate. Then when gas certificate finally arrived has incomplete address and told it cant be amended and engineer needs to come back out ! Takes ages to get through to book an appointment. You complain and that takes ages to resolve.Going to transfer all my landlord policies to better provider.Regret using them.Youve asked me to e mail just deal with the complaint I've logged ",HomeServe
"Phoned up in the morning plumber turned up in the afternoon the same day, very nice guy and he solved the problem with the water leak right away, very clean and no mess.",HomeServe
Great company Came when they said they would The plumber left everything clean and tidy Was a really nice manWould definitely recommend using Home serve ,HomeServe
"Quick same day service, plumber did a good job and very pleasant young man.",HomeServe
"A polite home serve plumber, removed his big boots on request, bathroom upstairs. Explained clearly as to what was needed a new valve which had to supplied, third party. Tidied up afterwards. All was good.",HomeServe
Rubbish. Failed to turn up on appointed day. Gave no reason. No communication until very late in the day.I stayed at home all day for no reason.The plumber who arrived the next day was brilliant ,HomeServe
"Hassle free claim. The plumber who worked on the issue was experienced professional, managed to fix the problem promptly.",HomeServe
The automated booking system was good. Engineer Chris did a good job. He had to remove some tiles to get to the pipework and he was very careful. He was cheerful and tidied up well taking all the rubish away with him. ,HomeServe
I was in a total panic as I didnÃ¢â‚¬â„¢t just have a leak Ã¢â‚¬Â¦the water was flooding out! I could not turn off the stopcock as I have arthritis in my hands so had to run out onto the street to shout for help. When the plumber came he was reassuring and managed to get most of the water sucked up. He also dragged out the sodden blankets and towels into my garden. I will always be grateful for his help and expertise ( also the stranger who waded through and turned off my stopcock!),HomeServe
Appointment was easy to make and my dripping tap was sorted quickly by a pleasant engineer even though it was a Sunday Afternoon ,HomeServe
"The very pleasant, friendly young man who came to fix my loo.  It didn't take him long, and a good job done.",HomeServe
We booked an appointment today from 8 am to 6 pm. It is now 4:30 pm and we have not heard from the plumber whether he is coming or not. We have waited in all day and I telephoned the company at around 2 pm to find out if they could give us any indication as to when he would be coming. They told me that they do not have a copy of the PlumberÃ¢â‚¬â„¢s  job schedule and that all that he would do would be to call us when he was en route. I told him that this is not a satisfactory way of running a business. They need to implement a system to keep customers informed as to approximately what time the plumber would be arriving. Ã¯Â¿Â¼,HomeServe
Two good engineers. The reason when I started the contract it said all water supplies covered. When I got the contract after paying it was pointed out to me by the first engineer that drinking water taps attached to softeners were not covered. However I purchased the required tap and it was installed by the second engineer. Bit of a challenge which was covered by the enginneers being good guys.,HomeServe
The repair was completed very quickly on the day we reported a dripping tap. However the next day the tap became loose and we had to call out for this to be fixed. Again the work was done very quickly and we were very happy with the service. My low score is therefore based on the unsatisfactory 1st repair.,HomeServe
Dripping tap sorted out promptly and efficiently. Very happy with service.,HomeServe
"First I got my tap fixed in good time. It was easy to book an appointment for a technician to come, and even when I had to reschedule I did that seamless over the phone. I was satisfied with the service ",HomeServe
"Returning from Holiday, our cold water tap was stuck. I realised that I was probably covered by my Homeserve contract. The Plumber arrived at the prearranged time the following day & deemed that a new set of taps were required. He fitted the new taps & to my surprise told me that the cost of the taps was covered by my Homeserve policy - good news. My only criticism during the whole procedure was with the initial contact over the phone where I ended up talking to a machine (with a female voice) - it took a good while to explain my problem. ",HomeServe
"Very good service easy to renew my pipe & drain cover, am very bisy looking after my elderly mother, so it is a great weight of my mind knowing everything is covered & help is at hand should something go wrong.",HomeServe
Very efficient young plumber. Did a great job and left everything clean. Thank you.,HomeServe
"Finding damp under the sink called for help. Delighted to get an appointment the same day.  My plumber was prompt, finished in time for me to go out. He was helpful in offering advice to mitigate any further leaks ",HomeServe
Very easy to register with the waterborne plumbing and sewage cover .very reasonable payment .hopefully will be easy when I need to call out ,HomeServe
"I took out the homeserve insurance when it was on special offer by Anglian water. I am so pleased l subscribed. Plumbing  pipe repair,and only Ã‚Â£30 excess.very good service.highly recommended. I also  did the electrics covering fuse box,wiring and faulty wiring. Also Ã‚Â£30 excess. Provides peace of mind in unexpected circumstances ",HomeServe
Having a leak from my hot water pipe I able to quickly arrange for a plumber to visit mr property the very next day. The plumber who visited my property was very very helpfull in locating the fault and replacing the faulty part with a better hot water pipe.,HomeServe
"I had managed to accumulate 8 various plumbing repairs that needed fixing under my policy. All repairs arranged for the same day with 2 return visits when parts in stock.  Plumber very friendly and efficient. He remembered me from a previous visit a couple of years ago when he had to replace a faulty kitchen tap for me. One the repair was for a gold bath mixer tap with shower attachment all of which would not work. However company only offered a silver replacement which would have meant him dismantling my bath changing a 30 minute job into one lasting several hours.  He managed to convince his superiors to pay for a gold replacement tap as it would be the cheapest option. I could not praise his workmanship and his attitude to me enough. I am disabled and I just explained where the various repairs were in the house and left him to it. He worked quickly, efficiently and without creating a lot of mess and disruption. If you have any sort of employee of the month scheme etc, I think you should be considering him for it and IÃ¢â‚¬â„¢d happily vouch/recommend him for it. The way he treat me and the efficiency of his workmanship would make me happily recommend HOMESERVE to family and friends. Unfortunately he said I was his last customer as he was leaving the company for pastures new. Which is a shame as I think you have lost a valuable employee and team member. He even recommended a work colleague to ask for should I require other plumbing claims on my HOMESERVE policy. ",HomeServe
"The engineer was very punctual and was very pleasant and explained everything. He was very skilled and tidy. He changed the valve on the kitchen mixer tap, and told me if it couldnÃ¢â‚¬â„¢t be changed he would change the tap. The tap was not of the standard I had but that was only if the valve could not be changed. He also said if there was an issues just ring back and he would come back. His name was Mal and he was excellent.",HomeServe
"Block drain reported Thursday night rang homeserve who booked an engineer for the next morning, engineer advised when on route completed job in a timely manner. Excellent service from point of contact Thursday evening to completion of work 11am next day. Worth every penny",HomeServe
"Broken flushing mechanism necessitated replacement of both toilet annd cistern  Apart from the fact that the initial appointment was cancelled due to the lack of Suitable Plumber our dysfunctional toilet was replaced by Jake on his first visit. He was polite, friendly and especially sympathetic to the needs of an elderly couple. The job involved a considerable amount of initiative on his part to source a suitable replacement toilet and the work was carried out in an efficient manner with a minimum of fuss and inconvenience. Jake liaised effectivly with his Line Manager, who was also Ã¢â‚¬Ëœon the ballÃ¢â‚¬â„¢.The only minor inconvenience was that it took well over a week to collect the damaged toilet and cistern until Jake sorted that problem out as well.",HomeServe
Great Service rang and got appointment for leak from bathroom on the same day. Plumber  came around and a really nice person who sorted the issue out straight away. I cannot fault the Service I had yesterday. ,HomeServe
"Quick service , booked in the next day Plumber was polite and did a great job , done quickly and efficiently Also cleaned following repairing my tap , great service ",HomeServe
"AMAZING SERVICE!We had the pleasure of having Cordi Behdad, a plumbing engineer from HomeServe, attend to a leak in our bathroom today. From the moment he arrived, Cordi's friendly and professional demeanor was evident, making the experience very comfortable. Despite previous attempts by other engineers to resolve the issue, Cordi thoroughly assessed and quickly identified the source of the leak.He took additional care to protect our carpets during his work and left the area spotless as if he hadnÃ¢â‚¬â„¢t been there at all. CordiÃ¢â‚¬â„¢s dedication and attention to detail were truly exceptional. We are extremely grateful for his service and want to extend our thanks to HomeServe for their outstanding team.",HomeServe
"We sprung a bad leak in our newly renovated kitchen at 9pm on Saturday night. We turned off the water and I called Homeserve at 7am on Sunday morning. The process was so easy and everyone I spoke to were professional and polite.  An engineer was booked in for 8am - 1pm on Sunday. They called at 10:30 to say they will be 25 minutes, they arrived on time, was very polite, replaced parts on three pipes and was done by 11:30am.  The best experience I have had with an insurance service! Well done keep up the great work",HomeServe
"Straightforward process to apply for water pipe cover. Fantastic, and probably unbeatable, offer price for the first year.Hopefully I won't need to make a claim, but it's given me peace of mind the cover is in place.",HomeServe
An excellent service. Easy to contact. First rate service with friendly efficient plumbers.,HomeServe
Good response from the call center followed by a timely visit. First plumber misdiagnosed the issue but this was sorted on the second visit by a different plumber. Would highly recommend.,HomeServe
"quick to deal with our plumbing issue, and very professional throughout",HomeServe
"The operative arrived on time was very knowledgeable and quickly identified and fixed the problem we were having with  a leaking pipe, he was pleasant in his attitude and cleaned up after he was finished 10/10",HomeServe
Engineer very polite and efficient. Problem with leaking tap solved with replacement tap. Very satisfied with service.,HomeServe
The plumber fixed the blockage quickly and explained what was causing the leak,HomeServe
HomeServe were so quick at responding to my leak and fixed the very same night I reported it. Great service ,HomeServe
Plumber arrived promptly and good job done.  I was disappointed with the automated booking system as I required two jobs done and plumber was not informed so could only do one.,HomeServe
"The plumber arrived on time, assessed the problem blockage and cleared it all within half an hour. I was very pleased with the service.",HomeServe
Very quick response to our water leakLeak repaired in 24 hours ,HomeServe
Very pleased with the  efficiency and work done by the Homeserve engineer. He arrived promptly and repaired the push button flush on my toilet. Very satisfied. ,HomeServe
Great service provided by the drainage engineer ,HomeServe
It was easy to book the appointment online for a convenient day and time. The plumber turned up on time and quickly fixed the problem. Very happy with the service.,HomeServe
Brilliant service. Given an appointment same day. Plumber arrived and sorted out the blocked drain very quickly. Many thanks,HomeServe
Getting plumbing cover before winter sets in was very straightforwardTook me less time then I expected and all details are there,HomeServe
"The plumber called Oliver, was excellent. Explained what he was doing and took his time to fix the problem",HomeServe
Booked an appointment online for an engineer to visit to replace a toilet fill valve which was straightforward enough.Appointments are a 5 hour window 8-AM to 1.00PM or 1.00PM to 6.00PMFirst appointment cancelled!Second appointment engineer came replaced valve and it was still leaking he didnÃ¢â‚¬â„¢t have another valve so left with job still not complete.Third appointment cancelled!Fourth appointment had a phone call at 12.30 PM to rescheduled from AM to PM appointment. Writing this review whilst waiting for engineer. Update to follow. ,HomeServe
"I AM NOT HAPPY TO  HAVE MY NAME PUBLICISEDOR TO RECEIVE TRUST PILOT RECOMMENDATIONS, TIPS OR NEWS.ALTHOUGH MY EXPERIENCE WAS AS STATED I DO NOT WANT ANY PUBLICITY.     tHANK YOURepair to bathroom hot water systemIt was arranged for the plumber to call the day after my phone call.    He telephoned to advise when he would be here.He was polite and efficiently carried out work.   I would recommend Home serve for any future work.It was arranged for a plumber to call the day after my phone call.   He phoned to say when he was on his wayto me.He was polite and efficiently carried out repair to tap.",HomeServe
"first visit, arrived late, well after agreed timeslot (was called to let know but only as end of time window approaching); fixed leak at rear of toilet very quickly but almost immediately another leak appeared, initially I was unclear where from, but it turned out to be another pipe at the rear of the same toilet.  Charged second excess fee to book another visit as Homeserve said unrelated to first.  Engineer running late and missed timeslot again, offered to still come but said it would be well after 10pm and that he's unable to do much at that time.  Agreed to arrange another time next day instead, then got call saying no appointments next day and had to book for a few days later.  Engineer turned up and had to break tiles for access to fix the leak; very apolgetic but stated Homeserve will fix leak but not make good any damage they cause; was only on site for a few minutes.  2x call out excesses paid, for 2x leaks with same toilet, and left with a big hole in the tiling - not impressed.",HomeServe
The man who came was very helpful and did the job perfectly.  Everything has been working well since.He also noticed my kitchen tap was wobbly and fixed that for me.,HomeServe
Quick and easy to book online. Given a 6 hour window and the plumber was with us within the first hour.Courteous and skilled plumber.,HomeServe
"The company got plumber to us very quickly to fix our leak. Very pleasant plumber. Put basic taps on , and came back at later date to fit new taps we had purchased. Excellent service...",HomeServe
"Plumber came as arranged, got on with the job..good as new",HomeServe
"For the first time in 15 years, after being repeatedly tempted by 50p-a-month introductory offers, I finally gave in and signed up. Near the end of my first year, I encountered an issue with the kitchen tap. I called customer service on a Saturday morning at 9:00 am, and by 11:30 am, an engineer was at my home. He capped off the tap, removed the fitting, and asked when the new tap would arrive. I mentioned it would be that afternoon. As he left, he assured me it was scheduled for installation on Monday between 8:00 am and 1:00 pm.On Monday at 9:00 am, I called to confirm the appointment, only to find they had no record of it. I explained my situation, and they rescheduled for that evening between 5:00 pm and 10:00 pm. Then, at 9:00 pm, I received a call informing me they wouldnÃ¢â‚¬â„¢t be able to come after all. With a trip to Leeds planned the next day, everything had fallen apart.In the end, I called my handyman, who came and installed it on Tuesday morning. The whole experience was a complete shamblesÃ¢â‚¬â€no running water in the kitchen for days. With only a couple of weeks left on my contract, I canceled my renewal. Very disappointed and incredibly stressed!A week has passed. I sent the invoice as requested. As of Sunday, I am still waiting to hear from them.",HomeServe
"Once a claim is accepted (all done online), HomeServe attend when they say they will and see the job through to completion, no matter how problematic it may be. In my case for example, removing a toilet cistern whose fixing nuts were rusted solid.",HomeServe
"Whilst they never disputed our claim was valid, getting the leak fixed was made a major issue by them,meaning a very long wait,water and mud everywhere,and a lot of stress and many phone calls.",HomeServe
"There were loads of appointments to choose from to suit me. The plumber called before arriving, when the plumber did arrive shortly after the call they were polite, professional, knowledgeable and got the work done super quickly. I could not be happier with this service. ",HomeServe
the whole process was so easy with the home serve plumber arriving on time and although the repair seemed tricky and took him a while it was completed and the bathroom left clean and tidy. ,HomeServe
"All staff involved, first class service . Nothing was any trouble. Plumber was fantastic and professional ",HomeServe
"Reported blocked sewer pipe. Communications good, I was sent details of when they would attend and also message from technicians when they were on their way. Guys arrived and sorted problem quickly. All good Ã°Å¸ËœÅ ",HomeServe
"Great service, Very technical friendly Plumbing engineer.  ",HomeServe
"The plumber rang shortly before his arrival, as expected. He had to deal with a tap he had not seen before. His experience proved invaluable. He had the tap repaired and every thing back to normal within an hour. Excellent",HomeServe
We had a tap which needed replacing. Your plumber was able to install a new tap and itÃ¢â‚¬â„¢s working as it should.,HomeServe
Easy to call and make appointment for visit very helpful coordinator.First plumber didnÃ¢â‚¬â„¢t have part to fix problem then found part which was wrong part fitted. Toilet still leaked.Second plumbers located problem immediately and fitted correct part and he was much more approachable and polite.DonÃ¢â‚¬â„¢t think I will be renewing the contract Ã°Å¸ËœÂ¡,HomeServe
"What a great team. Sorted my blocked shared drain out in no time. Friendly, professional and friendly guys ",HomeServe
Gave a telephone call when he would be arriving arrived on time as advised identified where leak was repaired and fixed everything excellent service as always happy customer thank you.,HomeServe
The plumber was absolutely fine.  However the booking process was atrocious.,HomeServe
"Very impressed with the service I received from Homeserve. Kept me updated when he would be arriving.  Sorted the dripping tap with a new one. Very friendly,  professional and done a good job.",HomeServe
"Quick response to our problem, plumber who came was very polite and solved the problem ",HomeServe
The plumber was experience. Everything went well .No problems. ,HomeServe
the man was polite. he fixed the toilet flush,HomeServe
"Had a minor problem trying to arrange appointment by phone . Switched to on line service and that was                  excellent. Engineer arrived  at booked time and rectified problem at mixer tap. He also unknowingly fixed another problem ,  water hammer, which had plagued  us for some time. so an all  round good job.  Thank you.        ",HomeServe
"They came to see if I had water leak and why I lose water pressure. I found that I shared pipe with nextdoor. To have my own pipe Ã‚Â£7,000 to Ã‚Â£10,000. ",HomeServe
"Really lovely guy came out and fixed everything. Even fixed my stopcock when it started leaking when he turned the water off. Certainly got his steps in running up and down the stairs and inside and outside.Very professional and very friendly, couldn't have asked for better.",HomeServe
absolutely delighted with the service! from the booking to through the plumber doing a quick and thorough job well done !,HomeServe
"Homeserve repaired a leaking toilet for me which did not quite go to plan as I had to recall the plumber as the leak returned,  However, in the end it was fixed and is now working perfectly.",HomeServe
"Quick response to my problem, from first telephone contact to attendance of plumber doing work.",HomeServe
Unfortunately I thought that the leak from my shower came under my insurance plan so no repair was carried out.  The plumber was courteous.,HomeServe
"Home serve rep has wrongly diagnosed the water leak from temperature controller, refused to detect the water leak and asked me to call another plumber. I called another plumber who identified the leak from  the mains connection to the elbow connection to the temperature controller. There was no leak from temperature controller as it was not leaking.   .  ",HomeServe
"HomeServe, customer service plumber blamed a lack of silicon as the root cause of recent claim. Nothing to do with a botched job in my wet room drain, no tanked basin, crap joints under invisible drain. Wood was rotten on every wall frame, from ground level up to chest level. And he blames a lack of silicon. I have lifted all the flooring, tiles and slate flooring in kitchen bathroom and living area, all at my cost and time. You have earned your commission Mr Plumber and avoided a genuine claim. I have cancelled HomeServe, Not, and wonÃ¢â‚¬â„¢t be back. CanÃ¢â‚¬â„¢t see any point in having pipe or drain insurance. Broken Britain at every level. Two joiners and a fully qualified plumber I hired indicated a faulty drain was the cause, fitted two years before I bought the house. Honesty and honor are values no more recognized at the expense of the customer. I signed his home report to get rid of him out of my house. Fuming ! ",HomeServe
I waited 6 hours for the plumber in a cold house only to be called just before 6.00pm to say there was a delay and the visit wouldn't take place. Really not happy ,HomeServe
Both men who came to repair leak and toilet and blocked sink were friendly polite and respectful ,HomeServe
Easy to get through on the phone. Very quick response time to make appt. 2nd appt made around my availability and the problem was resolved. Very polite and helpful plumber. CouldnÃ¢â‚¬â„¢t fault any part of the process. Excellent service. ,HomeServe
"Engineer turned up, took one look at the tap which was faulty and stiff as required a new cartridge, sneered and said ''it ain't broken, it kinda works, you're not covered'' and off he went. No common sense applied to fix issue before it got worse to save another call out.Thank you for your prompt reply.  In addition to my comments above it was the engineer's attitude that compounded my dissatisfaction, not particularly helpful and wanted to leave as quick as possible. I have however managed to reclaim my excess as know work was done.",HomeServe
External water leak identified by South West Water requiring replacement piping.  Operator forced to cut through mass of tree roots to reach pipe.  Hard work that took him hours but he finally managed it - and all done with a smile.,HomeServe
I called to say a long standing drainage problem was causing issues and had back up. They sent a plumber not a drainage engineer who did the basic unblock. Even he wrote down the drainage engineer needed to come. No one bothered to contact me. TheyÃ¢â‚¬â„¢re fast enough to take your Ã‚Â£30 excess and put your yearly bill up though! Not good ,HomeServe
"Needed a plumber to fix a leak on my toilet, the plumber who attended was polite, helpful, and fixed the problem",HomeServe
The plumber was excellent from start to finish and was knowledgeable about how to make the repair easy..,HomeServe
Not a very good one.  The man was in house for 4 mins and did not give me much advise aparr from he canÃ¢â‚¬â„¢t fix leak buy some taps and they will try but canÃ¢â‚¬â„¢t promise nothing cause not there job  and left. Waste of 30 pound.  I had to get my own plumber at my own cost,HomeServe
Reported a leaking radiator valve. Called Homeserve. After 2 visits it was still not fixed. Then called a local plumber who repaired it straight away without difficulty.,HomeServe
"Reported the problem , company arrived next day. Unfortunately  it was a shared drain and not covered on the policy ",HomeServe
easy to contact plumber usual helpful self,HomeServe
arrived on time and did a thorough check for any external leaks an highlighted a leak onthe toilet system  which was changed  sooon after,HomeServe
They were very helpful with help over a blocked drain after a huge downpour ,HomeServe
On time as promised. A tricky job finding the underground leak but promptly fixed and the ground reinstated.,HomeServe
The Plumber was quick to setup appointment and managed to resolve the problem and its all sorted hasnt recurred,HomeServe
"The chap that came to look at our leaking taps and funny sewage smells was amazing, we found issues with the external stopcock he helped us list out a plan to get all the issues fixed and resolved every he could that day. We have since had the water company out to locate our external stopcock that was supplying an outbuilding and wasnÃ¢â‚¬â„¢t even attached to the house stopcock. Such a professional, polite and knowledgeable. ",HomeServe
"We had a leak in our shower, as it was not an emergency and it was Friday afternoon, I agreed with HomeServe to get it done on Monday, the plumber arrived within the specified timeframe, he located the fault and fixed it straight away.Very happy with the service.",HomeServe
So pleased at the quick efficient work that resolved taps that were sticking or dripping. Such a professional service from the engineer which I really appreciated. Nothing was too much trouble.,HomeServe
Had a dripping leak from overflow pipe from my loft water tank. I was worried as even a small drip can cause a large amount of water loss. Homeserve turned up diagnosed fault in one minute and fixed it another three. This is the fourth time tHomeserve have come to my rescue. I recommend them highly.,HomeServe
"Swift response to call,  leaking pipe located and repaired. Site left neat & tidy",HomeServe
Put my claim in for a leak in driveway at 9am leak repaired which wasn't easy all done by 1pm same day who efficient is that reported leak to water board previously it took therm 5 days to come and tell me it wasn't there problem Thankyou homeserve,HomeServe
"Repair carried out satisfactorily but disappointed that push- button mechanism not fitted. Told by the engineer that this was not possible due to the design of the cistern. Last time I had push button fitted to a similar design in the bathroom i.e.  exactly same problem, and there has never been a problem. So excuse given not valid.",HomeServe
"experienced a problem with both toilets, one upstairs one down.  I called at 10.30pm on Friday night, spoke to a very knowledgeable call handler, who pretty much diagnosed my problem over the phone, she arranged for an engineer to come out the next morning.  Happy to pay my Ã‚Â£30 excess.  At 8.30am  Saturday morning the engineer called to say he would be with me between 9am and 9.30am he arrived on the dot. Found the problem and rectified it within minutes, he had to lift the drain in the front garden, you'd have never had know he's been there, he put everything back how it was.  Absolutely fantastic service all sorted within under 12 hours from 1st call to engineer leaving. 5 star.  ",HomeServe
Easy to book on line for engineerEngineer arrived on time and fixed leak,HomeServe
The response was so quick when I called with a burst pipe. Although the man who came out from emergency team did nothing but tell me someone else would come and he shouldnÃ¢â‚¬â„¢t have been called out for this after 3 days the engineer who came out was so helpful. He apologised for me being left for that time and spent the time to find where the leak came from. He removed all pipes that were empty and not used and fixed the leak soon as he found it. He was clean working and tidying up as he went along. I was grateful for the help he gave me that day. He went above and beyond to find all the parts of the pipe that were faulty. ,HomeServe
The plumber made the visit on time looked at repairing the tap on my sink unit on inspection he commented on how old the plumbing was and said he couldn't make the repair due to the access was too limited for him on this he said he would send another fitter. I ended up employing another plumber to fix my problem which I had to pay for consequently SChidwick,HomeServe
The engineer who came out was so quick and helpful. Very friendly. Helped me find a new toilet seat too which was above and beyond. I had been struggling to find it because itÃ¢â‚¬â„¢s a weird shape and size. ,HomeServe
Easy phone process to log fault and receive an emergency appointment. The plumber attended exactly as promised and carried out the repair quickly and efficiently.,HomeServe
ItÃ¢â‚¬â„¢s was very easy from start where I reported my leaking outside water stop tap through to the work being carried out by a very professional individual who completed everything to a very good standard ,HomeServe
"Ive had an insurance policy for years covering two properties. Ive not really liked the attitude of engineer's in the past,  its often felt like they dont want to be here and its a chore to do the job they're being paid for. However the last engineer Haithem came to do some plumbing repairs and he has changed my whole view on the company, polite worked fast and made me feel at ease. Haithem has restored my faith in homeserve, ill be renewing my policy instead of cancelling as i see a huge improvement of who they employ now. Thank you Haithem from your frieinds in kensal rise!",HomeServe
"Prompt response to claim. Friendly plumber.Good quality repairs. Trustworthy Company, reliableGood, simple servicePeace loving f mind",HomeServe
The engineer arrived on time and rectified the problem with the toilet flush button quickly and efficiently. Thank you HomeServe,HomeServe
Very quick response. . Plumber came within 4 hours and stopped a leak. He was also a very nice and helpful guy ,HomeServe
Homeserve recently replaced the flushing mechanism on our downstairs toilet.Three weeks later the mechanism broke and we have had to call them out again (incurring a further Ã‚Â£30 charge which I hope will be refunded).The same thing happened last year when we called them out to repair our upstairs toilet.,HomeServe
The plumber who came was excellent ,HomeServe
We almost had to dig up the kitchen floor to get to a pipe but the guys from home serve came up with a much better plan and because of their thoughtful approach saved us from a massive headache. ,HomeServe
"I was treated with respect when I phoned up initially. The engineers let me know in advance when they would arrive and were prompt. They protected my hall carpet with sheeting and overshoes. The work was carried out efficiently and with minimum disruption. However, I was not informed on what was being done, apart from that my water tank was to be partially emptied. It wasn't until they were leaving that I was informed I had been fitted with a new immersion heater, and that was only when I asked what had been done. I thought the main engineer was a bit abrupt and condescending. ",HomeServe
"We were 6,000 miles away.My 18 year old boy was at home.He accidentally left the emersion heater on when he went to work. The hot water backed up through the system and filled the loft cold water tank with scolding hot water. The tank eventually developed a split in the plastic tank. As the metal plumbing reacted against the plastic.I had to talk him through tying up the (now collapsed) ballcock to stop the incoming water flow.This he did (I don't know how well!) Bail out as much of the water in the tank.He then contacted Homeserve.All they did, on their visit, a day later... Was say everything was OK.*I would have appreciated having an isolation valve fitted in the pipework.I have used you for years on end.I find 'Your' response GLIB. Considering the hourly wage of your fitters. Running a fleet, including fuel outlay... Would an extra Ã‚Â£5 cripple the company?  ",HomeServe
Although I had a leaking pipe the earliest that an engineer could attend was in 3 days. This is too slow when there is an active leak!When he did attend the engineer was very good and repaired the leak very professionally.,HomeServe
"Engineer rang on way to our home, informed e of his name (Connor) and arrived. Very pleasant and got straight on to the problem. Tap changed as existing one unrepairable. Connor was fantastic and did a great job leaving no mess, full 5 stars for great service, please pass on our thanks.",HomeServe
Plumber got hot and cold mixer taps wrong way round ie hot is cold  cold is hot. did arrive at time stated,HomeServe
Carl was punctual and communicative prior to the visit. He was very understanding and explained everything in simple terms so that I understood the problem. HeÃ¢â‚¬â„¢s a very good and knowledgable plumber. ,HomeServe
